FID,pk,efetivacao,tipo,nivel,upperlimit,uom_ulimit,lowerlimit,uom_llimit,rumo_verda,rumo_mag,c_rumo_ver,c_rumo_mag,aerovia,geom,emenda,emenda_futura
airway.3307,5827,2017-10-12,RNAV,UPPER,999,FL,245,FL,28,51,208,231,UZ14,"MULTILINESTRING ((-38.7735 -12.539666667, -38.72356580302851 -12.44792158532194, -38.67366667 -12.35616667))",2018-09-13,2018-10-11
airway.3308,5829,2017-10-12,RNAV,UPPER,999,FL,245,FL,28,51,208,231,UZ14,"MULTILINESTRING ((-38.350500000000004 -11.76, -38.27459104551376 -11.61963232814872, -38.198758047740746 -11.47924334410117, -38.123000000000005 -11.33883333))",2018-09-13,2018-10-11
airway.3309,5833,2017-10-12,RNAV,UPPER,999,FL,245,FL,28,50,208,230,UZ14,"MULTILINESTRING ((-36.384096085 -8.07508361, -36.3085 -7.931666667))",2018-09-13,2018-10-11
airway.3310,5832,2017-10-12,RNAV,UPPER,999,FL,245,FL,28,51,208,230,UZ14,"MULTILINESTRING ((-37.14766667 -9.516833333000001, -37.07103761166266 -9.3727346972022, -36.99447173790899 -9.22861832951715, -36.917968016426705 -9.08448451934251, -36.841525417672706 -8.94033355530824, -36.76514291482542 -8.796165725290159, -36.68881948373759 -8.65198131642349, -36.6125541028891 -8.50778061511626, -36.536345753340086 -8.36356390706267, -36.46019341868418 -8.21933147725637, -36.384096085 -8.07508361))",2018-09-13,2018-10-11
airway.3311,5834,2017-10-12,RNAV,UPPER,999,FL,245,FL,28,50,208,230,UZ14,"MULTILINESTRING ((-36.3085 -7.931666667, -36.238561225801966 -7.79850619063303, -36.16866667 -7.665333333))",2018-09-13,2018-10-11
airway.3312,5836,2017-10-12,RNAV,UPPER,999,FL,245,FL,28,50,208,230,UZ14,"MULTILINESTRING ((-35.939 -7.228333333, -35.88982332285466 -7.13450280718848, -35.84066667 -7.040666667))",2018-09-13,2018-10-11
airway.3313,5835,2017-10-12,RNAV,UPPER,999,FL,245,FL,28,50,208,230,UZ14,"MULTILINESTRING ((-36.16866667 -7.665333333, -36.092060396307815 -7.519680903003819, -36.015505182511646 -7.3740141401765795, -35.939 -7.228333333))",2018-09-13,2018-10-11
airway.3314,5132,2017-10-12,RNAV,UPPER,999,FL,245,FL,35,58,215,238,UZ14,"MULTILINESTRING ((-44.706555556 -21.236988889, -44.675930556000004 -21.196641667))",2018-09-13,2018-10-11
airway.3315,5252,2017-10-12,RNAV,UPPER,999,FL,245,FL,36,58,216,238,UZ14,"MULTILINESTRING ((-45.977333333000004 -22.886833333000002, -45.934745295 -22.83230539))",2018-09-13,2018-10-11
airway.3316,5268,2017-10-12,RNAV,UPPER,999,FL,245,FL,36,58,216,238,UZ14,"MULTILINESTRING ((-45.825821487 -22.692635146, -45.7394202637834 -22.58160665580292, -45.65315742615615 -22.47053024416906, -45.567032056098355 -22.35940624212426, -45.481043239 -22.248234979))",2018-09-13,2018-10-11
airway.3317,5826,2017-10-12,RNAV,UPPER,999,FL,245,FL,28,52,208,231,UZ14,"MULTILINESTRING ((-38.863666667000004 -12.705166667, -38.818568845448986 -12.62242072956499, -38.7735 -12.539666667))",2018-09-13,2018-10-11
airway.3318,5823,2017-10-12,RNAV,UPPER,999,FL,245,FL,28,52,208,232,UZ14,"MULTILINESTRING ((-39.345833333 -13.587000000000002, -39.2666834084501 -13.44252639750391, -39.18762823794714 -13.29802629024095, -39.10866667 -13.153500000000001))",2018-09-13,2018-10-11
airway.3319,5837,2017-10-12,RNAV,UPPER,999,FL,245,FL,28,50,208,229,UZ14,"MULTILINESTRING ((-35.84066667 -7.040666667, -35.77010763335286 -6.906016565871029, -35.69958849027291 -6.77135527076541, -35.62910843668311 -6.63668300713407, -35.55866667 -6.502000000000001))",2018-09-13,2018-10-11
airway.3320,5831,2017-10-12,RNAV,UPPER,999,FL,245,FL,28,51,208,230,UZ14,"MULTILINESTRING ((-37.745000000000005 -10.63722222, -37.670104383872335 -10.497237753195579, -37.5952761131193 -10.35723441911456, -37.52051421870607 -10.21721248892105, -37.4458177344103 -10.0771722329978, -37.37118569677931 -9.93711392095851, -37.29661714508758 -9.797037821660089, -37.22211112129434 -9.65694420321487, -37.14766667 -9.516833333000001))",2018-09-13,2018-10-11
airway.3321,5838,2017-10-12,RNAV,UPPER,999,FL,245,FL,28,49,208,229,UZ14,"MULTILINESTRING ((-35.55866667 -6.502000000000001, -35.481101087214185 -6.35360173670197, -35.403579936958856 -6.205191005003869, -35.326102151971675 -6.05676810419655, -35.248666667 -5.908333333))",2018-09-13,2018-10-11
airway.3322,6037,2017-10-12,RNAV,UPPER,999,FL,245,FL,32,56,212,236,UZ14,"MULTILINESTRING ((-42.409513631 -18.065297075, -42.30980274555129 -17.915213441968998, -42.210259600871616 -17.76507648196888, -42.11088247499867 -17.61488675019614, -42.0116696540128 -17.46464479898888, -41.91261943195019 -17.31435117786197, -41.81373011071645 -17.164006433541818, -41.715 -17.01361111))",2018-09-13,2018-10-11
airway.3323,4173,2017-10-12,RNAV,UPPER,999,FL,245,FL,35,58,215,238,UZ14,"MULTILINESTRING ((-44.051233333 -20.3674, -43.95940086994505 -20.2445315999136, -43.867712726649515 -20.12161348737002, -43.77616778191697 -19.99864606036017, -43.684764919 -19.875629715))",2018-09-13,2018-10-11
airway.3324,4172,2017-10-12,RNAV,UPPER,999,FL,245,FL,35,58,215,238,UZ14,"MULTILINESTRING ((-44.142028202 -20.488616674, -44.051233333 -20.3674))",2018-09-13,2018-10-11
airway.3325,4176,2017-10-12,RNAV,UPPER,999,FL,245,FL,34,57,214,237,UZ14,"MULTILINESTRING ((-43.31616667 -19.37733333, -43.22100296595513 -19.24321406591585, -43.12599376178202 -19.10904344014823, -43.03113770451904 -18.97482191262309, -42.936433447 -18.840549941))",2018-09-13,2018-10-11
airway.3326,4174,2017-10-12,RNAV,UPPER,999,FL,245,FL,35,58,215,238,UZ14,"MULTILINESTRING ((-43.684764919 -19.875629715, -43.58925214279416 -19.746901756864688, -43.493892427 -19.618121097))",2018-09-13,2018-10-11
airway.3327,4177,2017-10-12,RNAV,UPPER,999,FL,245,FL,34,57,214,237,UZ14,"MULTILINESTRING ((-42.936433447 -18.840549941, -42.847687285216686 -18.71480235085689, -42.759072222 -18.589011111))",2018-09-13,2018-10-11
airway.3328,4170,2017-10-12,RNAV,UPPER,999,FL,245,FL,35,58,215,238,UZ14,"MULTILINESTRING ((-44.480657145 -20.937779318, -44.39054299794677 -20.81857489605448, -44.300570509716586 -20.69932153097328, -44.210738629 -20.580019598))",2018-09-13,2018-10-11
airway.3329,4164,2017-10-12,RNAV,UPPER,999,FL,245,FL,15,36,195,217,UZ14,"MULTILINESTRING ((-46.52819889 -23.89097861, -46.482691826113566 -23.73689752111919, -46.437291667000004 -23.582800000000002))",2018-09-13,2018-10-11
airway.3330,4182,2017-10-12,RNAV,UPPER,999,FL,245,FL,34,58,214,238,UZ14,"MULTILINESTRING ((-39.93388889 -14.42861111, -39.83557996095074 -14.288446495896949, -39.73739270491855 -14.148239685590239, -39.639325764522546 -14.007991156354919, -39.541377787046855 -13.867701383601489, -39.44354742438767 -13.72737084089949, -39.345833333 -13.587000000000002))",2018-09-13,2018-10-11
airway.3331,4180,2017-10-12,RNAV,UPPER,999,FL,245,FL,34,57,213,237,UZ14,"MULTILINESTRING ((-41.36366667 -16.51566667, -41.2193721139692 -16.307403443428598, -41.07538231058579 -16.0990377832318, -40.9316926633787 -15.890571258785059, -40.78829860250224 -15.68200542921993, -40.64519558432298 -15.473341843604329, -40.50237909100892 -15.26458204112088, -40.35984463012097 -15.055727551243319, -40.21758773420671 -14.846779893911, -40.07560396039643 -14.63774057970165, -39.93388889 -14.42861111))",2018-09-13,2018-10-11
airway.3332,6495,2017-10-12,RNAV,UPPER,999,FL,245,FL,15,37,195,216,UZ14,"MULTILINESTRING ((-46.437291667000004 -23.582800000000002, -46.411360537626905 -23.494616403552058, -46.385463889 -23.4064275))",2018-09-13,2018-10-11
airway.3333,6566,2017-10-12,RNAV,UPPER,999,FL,245,FL,36,58,216,238,UZ14,"MULTILINESTRING ((-46.207300000000004 -23.180225, -46.13053370928485 -23.08246616383041, -46.053878367464016 -22.98466886411105, -45.977333333000004 -22.886833333000002))",2018-09-13,2018-10-11
airway.3334,3965,2017-06-21,RNAV,LOWER,245,FL,155,FL,256,279,77,99,Z11,"MULTILINESTRING ((-44.141483333000004 -23.282091667, -44.30335722692467 -23.31860788306156, -44.46531938012465 -23.354956649112758, -44.62736958803643 -23.39113758428661, -44.78950764273985 -23.42715030880511, -44.951733333 -23.462994444))",2018-09-13,2018-10-11
airway.3335,3964,2017-06-21,RNAV,LOWER,245,FL,155,FL,256,279,76,99,Z11,"MULTILINESTRING ((-43.520211111 -23.142738889, -43.67540826095934 -23.17780722409156, -43.83068613265113 -23.21272235555409, -43.98604454971217 -23.247483948009908, -44.141483333000004 -23.282091667))",2018-09-13,2018-10-11
airway.3336,4081,2017-06-21,RNAV,LOWER,245,FL,155,FL,256,279,76,99,Z11,"MULTILINESTRING ((-43.148094444 -23.057958333000002, -43.3340943942494 -23.1004583686758, -43.520211111 -23.142738889))",2018-09-13,2018-10-11
airway.3337,3615,2017-06-21,RNAV,LOWER,245,FL,155,FL,255,278,76,99,Z11,"MULTILINESTRING ((-42.09533917 -22.81277389, -42.27053474326033 -22.85412251336991, -42.44583607084663 -22.895277983347167, -42.62124293220728 -22.93623979907828, -42.79675510216505 -22.977007461085847, -42.972372350912096 -23.01758047128524, -43.148094444 -23.057958333000002))",2018-09-13,2018-10-11
airway.3338,3966,2017-06-21,RNAV,LOWER,245,FL,155,FL,257,279,77,99,Z11,"MULTILINESTRING ((-44.758890477 -23.421463497, -44.88633535453761 -23.448891526154927, -45.01383277 -23.47621534))",2018-09-13,2018-10-11
airway.3339,3618,2017-10-12,RNAV,LOWER,245,FL,155,FL,244,265,64,85,Z11,"MULTILINESTRING ((-46.965500000000006 -23.956333333, -47.10251840046445 -24.01764488686164, -47.23966667 -24.07883333))",2018-09-13,2018-10-11
airway.3340,3967,2017-10-12,RNAV,LOWER,245,FL,155,FL,257,279,77,99,Z11,"MULTILINESTRING ((-45.339286003 -23.545657303000002, -45.468961111 -23.573069444))",2018-09-13,2018-10-11
airway.3341,4971,2017-10-12,RNAV,LOWER,245,FL,155,FL,257,279,77,99,Z11,"MULTILINESTRING ((-45.690020579 -23.619544446, -45.82243873953862 -23.64721144080185, -45.95491247963066 -23.674765208908028, -46.087441667 -23.702205556))",2018-09-13,2018-10-11
airway.3342,3617,2017-10-12,RNAV,LOWER,245,FL,155,FL,243,264,63,84,Z11,"MULTILINESTRING ((-46.679295212 -23.823245187, -46.82232440350031 -23.88985609263764, -46.965500000000006 -23.956333333))",2018-09-13,2018-10-11
airway.3343,6588,2017-10-12,RNAV,LOWER,245,FL,155,FL,257,279,78,99,Z11,"MULTILINESTRING ((-46.087441667 -23.702205556, -46.23530232095911 -23.73267807867714, -46.383231590005686 -23.76300903603923, -46.53122928434979 -23.79319816091726, -46.679295212 -23.823245187))",2018-09-13,2018-10-11
airway.3344,6581,2017-10-12,RNAV,LOWER,245,FL,155,FL,257,279,77,99,Z11,"MULTILINESTRING ((-45.468961111 -23.573069444, -45.57947137389237 -23.596346308624838, -45.690020579 -23.619544446))",2018-09-13,2018-10-11
airway.3345,4860,2017-06-21,RNAV,UPPER,999,FL,255,FL,226,249,46,69,UZ15,"MULTILINESTRING ((-42.739327778 -17.557333333, -42.8572692618038 -17.668237373039368, -42.97535533880344 -17.77906944137267, -43.09358706188897 -17.88982897297812, -43.211965485978 -18.00051540082615, -43.33049166804301 -18.11112815588541, -43.449166667 -18.221666667))",2018-09-13,2018-10-11
airway.3346,3729,2017-06-21,RNAV,UPPER,999,FL,255,FL,225,249,46,69,UZ15,"MULTILINESTRING ((-41.987500000000004 -16.84555556, -42.11240759765842 -16.96438228638757, -42.23747231994004 -17.08313107190716, -42.362695431035725 -17.20180124480843, -42.4880781977255 -17.3203921308629, -42.613621889413835 -17.43890305336861, -42.739327778 -17.557333333))",2018-09-13,2018-10-11
airway.3347,4659,2014-08-21,RNAV,UPPER,999,FL,255,FL,194,217,14,37,UZ29,"MULTILINESTRING ((-43.143333333 -18.727833333, -43.18641602185627 -18.89022771826449, -43.22958185529276 -19.05260926777244, -43.27283176031439 -19.21497784930606, -43.31616667 -19.37733333))",2018-09-13,2018-10-11
airway.3348,4662,2014-08-21,RNAV,UPPER,999,FL,255,FL,198,220,18,40,UZ29,"MULTILINESTRING ((-44.073614147 -21.573240482, -44.11323407054669 -21.69033814491053, -44.152918084635665 -21.80742467709948, -44.19266667 -21.924500000000002))",2018-09-13,2018-10-11
airway.3349,4660,2014-08-21,RNAV,UPPER,999,FL,255,FL,198,221,18,41,UZ29,"MULTILINESTRING ((-43.31616667 -19.37733333, -43.346808635607815 -19.46439606411379, -43.377483333 -19.551452778))",2018-09-13,2018-10-11
airway.3350,4661,2014-08-21,RNAV,UPPER,999,FL,255,FL,197,220,17,40,UZ29,"MULTILINESTRING ((-43.707 -20.48033333, -43.75524545066328 -20.625162913945758, -43.80358224433883 -20.769976574756658, -43.852011247759165 -20.91477416987705, -43.900533333 -21.059555556))",2018-09-13,2018-10-11
airway.3351,4958,2014-08-21,RNAV,UPPER,999,FL,255,FL,197,220,17,40,UZ29,"MULTILINESTRING ((-40.871313889 -11.948258333, -40.93167822161158 -12.1414655805361, -40.99212963809494 -12.33465695688491, -41.0526696897358 -12.52783218679631, -41.1132999359386 -12.72099099389143, -41.17402194438676 -12.91413310064718, -41.234837291202346 -13.10725822837317, -41.29574756110713 -13.300366097188329, -41.35675434758539 -13.4934564259973, -41.41785925304829 -13.68652893246652, -41.479063889 -13.879583333000001))",2018-09-13,2018-10-11
airway.3352,4862,2014-08-21,RNAV,UPPER,999,FL,255,FL,197,220,18,40,UZ29,"MULTILINESTRING ((-43.900533333 -21.059555556, -43.95809340556773 -21.230807096263067, -44.01578651877329 -21.40203548549248, -44.073614147 -21.573240482))",2018-09-13,2018-10-11
airway.3353,4959,2014-08-21,RNAV,UPPER,999,FL,255,FL,197,220,17,40,UZ29,"MULTILINESTRING ((-41.479063889 -13.879583333000001, -41.51766850457788 -14.00117405853206, -41.55631373875856 -14.122757415754409, -41.595 -14.244333333))",2018-09-13,2018-10-11
airway.3354,4986,2014-08-21,RNAV,UPPER,999,FL,255,FL,198,221,19,41,UZ29,"MULTILINESTRING ((-43.377483333 -19.551452778, -43.418631902313145 -19.668175792442398, -43.459840080498196 -19.78488785663053, -43.501108333 -19.901588889))",2018-09-13,2018-10-11
airway.3355,4658,2014-08-21,RNAV,UPPER,999,FL,255,FL,192,215,12,35,UZ29,"MULTILINESTRING ((-43.073866667000004 -18.417058333, -43.1085685398567 -18.5724503092557, -43.143333333 -18.727833333))",2018-09-13,2018-10-11
airway.3356,4987,2014-08-21,RNAV,UPPER,999,FL,255,FL,199,221,19,41,UZ29,"MULTILINESTRING ((-43.501108333 -19.901588889, -43.55243914466396 -20.04630109108059, -43.60386409000484 -20.19099600415769, -43.65538407224482 -20.3356734701125, -43.707 -20.48033333))",2018-09-13,2018-10-11
airway.3357,4651,2014-08-21,RNAV,UPPER,999,FL,255,FL,198,221,18,41,UZ29,"MULTILINESTRING ((-41.595 -14.244333333, -41.67192407077198 -14.4803470029591, -41.74901093940464 -14.716330729574159, -41.826263712745906 -14.952283960339908, -41.90368552087661 -15.18820613940351, -41.98127951761336 -15.42409670749589, -42.059048881016075 -15.659955101854479, -42.13699681390221 -15.895780756144799, -42.21512654436819 -16.13157310038076, -42.293441326318145 -16.36733156084368, -42.37194444 -16.60305556))",2018-09-13,2018-10-11
airway.3358,4984,2014-08-21,RNAV,UPPER,999,FL,255,FL,196,218,16,39,UZ29,"MULTILINESTRING ((-39.246263889 -6.477616667, -39.29095314023821 -6.63022946573005, -39.33566988947252 -6.78283730138602, -39.38041479221687 -6.935440056812809, -39.4251885055256 -7.08803761464172, -39.46999168803484 -7.24062985729882, -39.514824999999995 -7.393216667))",2018-09-13,2018-10-11
airway.3359,4966,2014-08-21,RNAV,UPPER,999,FL,255,FL,196,218,16,38,UZ29,"MULTILINESTRING ((-38.781166667 -4.884, -38.82756573770233 -5.04338166820694, -38.87398744361557 -5.20275924262498, -38.92043251497824 -5.36213259197509, -38.9669016834086 -5.52150158477533, -39.01339568195619 -5.680866089358799, -39.0599152451463 -5.8402259738678195, -39.106461109024735 -5.99958110624808, -39.15303401120274 -6.15893135424277, -39.199634690901995 -6.31827658538662, -39.246263889 -6.477616667))",2018-09-13,2018-10-11
airway.3360,4967,2014-08-21,RNAV,UPPER,999,FL,255,FL,196,219,17,39,UZ29,"MULTILINESTRING ((-40.246738889 -9.867105556, -40.29566008835542 -10.03123204570364, -40.34463056687833 -10.195349696950359, -40.39365119644536 -10.35945835657212, -40.44272285218896 -10.52355787095795, -40.49184641256329 -10.6876480860609, -40.54102275940594 -10.851728847389639, -40.590252778 -11.0158))",2018-09-13,2018-10-11
airway.3361,4957,2014-08-21,RNAV,UPPER,999,FL,255,FL,196,219,16,39,UZ29,"MULTILINESTRING ((-39.809297222 -8.392586111, -39.85772826969624 -8.55645281092692, -39.90620074240419 -8.72031205792533, -39.95471548047308 -8.8841637031584, -40.003273326953085 -9.04800759741563, -40.05187512765862 -9.21184359112562, -40.10052173122576 -9.37567153434838, -40.14921398917011 -9.539491276767489, -40.197952755944975 -9.7033026676823, -40.246738889 -9.867105556))",2018-09-13,2018-10-11
airway.3362,4956,2014-08-21,RNAV,UPPER,999,FL,255,FL,196,219,16,39,UZ29,"MULTILINESTRING ((-39.514824999999995 -7.393216667, -39.56380690001022 -7.5597956810000495, -39.61282636413992 -7.726367924880299, -39.66188425848597 -7.89293324448649, -39.71098145166719 -8.0594914853216, -39.76011881488829 -8.226042492552109, -39.809297222 -8.392586111))",2018-09-13,2018-10-11
airway.3363,4652,2017-06-21,RNAV,UPPER,999,FL,255,FL,200,223,20,44,UZ29,"MULTILINESTRING ((-42.37194444 -16.60305556, -42.432917440376535 -16.76215390543675, -42.49399188336622 -16.92123174101457, -42.55516894883063 -17.080288835013658, -42.616449823215056 -17.23932495456063, -42.67783569964186 -17.398339865624468, -42.739327778 -17.557333333))",2018-09-13,2018-10-11
airway.3364,4861,2017-06-21,RNAV,UPPER,999,FL,255,FL,200,224,20,44,UZ29,"MULTILINESTRING ((-42.739327778 -17.557333333, -42.7948607655266 -17.70066591144357, -42.85048195400758 -17.843980692531378, -42.90619223737827 -17.987277501369398, -42.96199251427146 -18.13055616223461, -43.01788368807737 -18.27381649857517, -43.073866667000004 -18.417058333))",2018-09-13,2018-10-11
airway.3365,4985,2017-06-21,RNAV,UPPER,999,FL,255,FL,197,219,17,40,UZ29,"MULTILINESTRING ((-40.590252778 -11.0158, -40.63696935372242 -11.171232427990779, -40.68373568743762 -11.3266559514362, -40.73055254123947 -11.482070437300399, -40.777420680194005 -11.637475752143109, -40.8243408723923 -11.792871762124829, -40.871313889 -11.948258333))",2018-09-13,2018-10-11
airway.3366,4649,2017-06-21,RNAV,UPPER,999,FL,255,FL,192,213,12,33,UZ29,"MULTILINESTRING ((-38.54768944 -3.772271667, -38.581002916864655 -3.93109621173861, -38.6143290031542 -4.0899188175368595, -38.64766821495097 -4.24873940554008, -38.6810210691213 -4.40755789681785, -38.714388083349746 -4.5663742123745, -38.747769776170706 -4.72518827314652, -38.781166667 -4.884))",2018-09-13,2018-10-11
airway.3367,5988,2017-06-21,RNAV,UPPER,999,FL,255,FL,197,220,17,40,UZ29,"MULTILINESTRING ((-40.807311111000004 -11.736427778, -40.839300175411346 -11.84234525706783, -40.871313889 -11.948258333))",2018-09-13,2018-10-11
airway.3368,4848,2017-10-12,RNAV,UPPER,999,FL,245,FL,110,129,290,309,UM411,"MULTILINESTRING ((-52.180261111 -21.078708333, -52.01735892837457 -21.134241065984668, -51.85433551818566 -21.189616644255988, -51.69119078632621 -21.244834502691678, -51.52792464257072 -21.29989407638081, -51.36453700059567 -21.35479480063503, -51.201027778000004 -21.409536111))",2018-09-13,2018-10-11
airway.3369,4846,2017-10-12,RNAV,UPPER,999,FL,245,FL,111,128,291,308,UM411,"MULTILINESTRING ((-54.689005556 -20.198574999999998, -54.5515948086642 -20.247984547315788, -54.414097222 -20.297286111000002))",2018-09-13,2018-10-11
airway.3370,4892,2017-10-12,RNAV,UPPER,999,FL,245,FL,110,129,290,309,UM411,"MULTILINESTRING ((-52.849311111 -20.848555556, -52.682240492491445 -20.90634016498391, -52.515042031918526 -20.963960908133668, -52.347715609812276 -21.0214171694236, -52.180261111 -21.078708333))",2018-09-13,2018-10-11
airway.3371,5087,2017-10-12,RNAV,UPPER,999,FL,245,FL,110,129,290,309,UM411,"MULTILINESTRING ((-51.201027778000004 -21.409536111, -51.036108333 -21.464541667))",2018-09-13,2018-10-11
airway.3372,5386,2017-10-12,RNAV,UPPER,999,FL,245,FL,109,129,289,309,UM411,"MULTILINESTRING ((-50.461308333 -21.654677778, -50.297911860324845 -21.70831131973849, -50.134394444 -21.761783333))",2018-09-13,2018-10-11
airway.3373,4847,2017-10-12,RNAV,UPPER,999,FL,245,FL,111,129,290,309,UM411,"MULTILINESTRING ((-53.961447222000004 -20.458616667, -53.80291764101188 -20.51476076041205, -53.644272598864795 -20.57075956651397, -53.485511967598676 -20.6266125500308, -53.326635622638015 -20.68231917577494, -53.167643442810764 -20.73787890865541, -53.00853531036741 -20.79329121368706, -52.849311111 -20.848555556))",2018-09-13,2018-10-11
airway.3374,4849,2017-10-12,RNAV,UPPER,999,FL,245,FL,110,129,289,309,UM411,"MULTILINESTRING ((-51.036108333 -21.464541667, -50.892548805600256 -21.51226174759361, -50.748895659626555 -21.559858046061258, -50.60514884973695 -21.60733018270853, -50.461308333 -21.654677778))",2018-09-13,2018-10-11
airway.3375,4891,2017-10-12,RNAV,UPPER,999,FL,245,FL,111,128,291,309,UM411,"MULTILINESTRING ((-54.414097222 -20.297286111000002, -54.244944444 -20.35775))",2018-09-13,2018-10-11
airway.3376,4769,2017-10-12,RNAV,UPPER,999,FL,245,FL,112,128,291,308,UM411,"MULTILINESTRING ((-56.98583333 -19.35216667, -56.765771053698835 -19.43492588488214, -56.545486052486815 -19.51741727930654, -56.32497780392174 -19.59963936096779, -56.10424579751075 -19.68159063728291, -55.883289534658175 -19.76326961549157, -55.66210852892718 -19.84467480264069, -55.44070230608898 -19.9258047056486, -55.21907040422937 -20.00665783134862, -54.99721237385503 -20.08723268653342, -54.775127778 -20.167527778))",2018-09-13,2018-10-11
airway.3377,4771,2017-10-12,RNAV,UPPER,999,FL,245,FL,111,129,291,309,UM411,"MULTILINESTRING ((-54.244944444 -20.35775, -54.10324198206758 -20.40824112355987, -53.961447222000004 -20.458616667))",2018-09-13,2018-10-11
airway.3378,4770,2017-10-12,RNAV,UPPER,999,FL,245,FL,111,128,291,308,UM411,"MULTILINESTRING ((-54.775127778 -20.167527778, -54.689005556 -20.198574999999998))",2018-09-13,2018-10-11
airway.3379,6602,2017-10-12,RNAV,UPPER,999,FL,245,FL,109,129,289,309,UM411,"MULTILINESTRING ((-49.501613889 -21.966708333, -49.36392037610382 -22.010849394458408, -49.2261416779564 -22.05487450312323, -49.088277778 -22.098783333))",2018-09-13,2018-10-11
airway.3380,6604,2017-10-12,RNAV,UPPER,999,FL,245,FL,109,129,289,309,UM411,"MULTILINESTRING ((-48.991827778 -22.129444444, -48.85914645315459 -22.17150930112307, -48.72638627064343 -22.213465879222777, -48.593547222 -22.255313889))",2018-09-13,2018-10-11
airway.3381,6605,2017-10-12,RNAV,UPPER,999,FL,245,FL,109,129,288,309,UM411,"MULTILINESTRING ((-48.593547222 -22.255313889, -48.41844904175906 -22.31027037792332, -48.243214002747486 -22.36503733241446, -48.06784209975276 -22.4196140928009, -47.892333333 -22.474))",2018-09-13,2018-10-11
airway.3382,6603,2017-10-12,RNAV,UPPER,999,FL,245,FL,109,129,289,309,UM411,"MULTILINESTRING ((-49.088277778 -22.098783333, -48.991827778 -22.129444444))",2018-09-13,2018-10-11
airway.3383,6601,2017-10-12,RNAV,UPPER,999,FL,245,FL,109,129,289,309,UM411,"MULTILINESTRING ((-50.134394444 -21.761783333, -49.976368586127826 -21.813242568741018, -49.818229900127434 -21.86455014643068, -49.659978346422164 -21.91570556733183, -49.501613889 -21.966708333))",2018-09-13,2018-10-11
airway.3384,4768,2018-02-01,RNAV,UPPER,999,FL,245,FL,109,125,289,305,UM411,"MULTILINESTRING ((-57.805766667 -19.080025, -57.641995784582086 -19.13474693602479, -57.47811712111608 -19.18932261416934, -57.314130563456665 -19.24375149117902, -57.15003600185984 -19.29803302404223, -56.98583333 -19.35216667))",2018-09-13,2018-10-11
airway.3385,5462,2018-02-01,RNAV,UPPER,999,FL,245,FL,28,52,208,231,UZ42,"MULTILINESTRING ((-37.682614682 -13.016676821, -37.610212200270155 -12.883654051995949, -37.53788609234232 -12.750609941300949, -37.465635474988666 -12.61754473545011, -37.393459467923726 -12.48445868015464, -37.32135719376784 -12.35135202031265, -37.249327778 -12.218225))",2018-09-13,2018-10-11
airway.3386,5458,2018-02-01,RNAV,UPPER,999,FL,245,FL,29,53,209,232,UZ42,"MULTILINESTRING ((-40.342254624 -17.77841534, -40.25709198394912 -17.62996096110991, -40.17206864280371 -17.48146764964423, -40.087183160595956 -17.332935808631948, -40.00243410435141 -17.18436583908346, -39.917820048 -17.03575814))",2018-09-13,2018-10-11
airway.3387,5456,2018-02-01,RNAV,UPPER,999,FL,245,FL,29,53,209,233,UZ42,"MULTILINESTRING ((-41.431547665000004 -19.651704126000002, -41.34907697848715 -19.5115692036434, -41.266748288 -19.371394582))",2018-09-13,2018-10-11
airway.3388,5457,2018-02-01,RNAV,UPPER,999,FL,245,FL,29,53,209,233,UZ42,"MULTILINESTRING ((-41.266748288 -19.371394582, -41.17351498252617 -19.21231579880627, -41.080460867765915 -19.05318692095192, -40.987584057329066 -18.894008477473967, -40.89488267533148 -18.734780994339168, -40.80235485627201 -18.57550499448398, -40.70999874491036 -18.41618099785402, -40.61781249614586 -18.25680952144326, -40.52579427489703 -18.09739107933276, -40.43394225598223 -17.93792618272897, -40.342254624 -17.77841534))",2018-09-13,2018-10-11
airway.3389,5460,2018-02-01,RNAV,UPPER,999,FL,245,FL,27,51,207,231,UZ42,"MULTILINESTRING ((-39.09916667 -15.63, -39.021251391022126 -15.48455796042229, -38.94344495110945 -15.33908661853253, -38.865746147787625 -15.19358629713083, -38.788153783792836 -15.0480573176184, -38.710666667 -14.9025))",2018-09-13,2018-10-11
airway.3390,5459,2018-02-01,RNAV,UPPER,999,FL,245,FL,29,53,209,233,UZ42,"MULTILINESTRING ((-39.917820048 -17.03575814, -39.82627303510447 -16.87973111183873, -39.73487628526825 -16.72366088438525, -39.643628122933265 -16.567547940878548, -39.55252688069421 -16.411392762111728, -39.46157089919929 -16.2551958264646, -39.37075852705179 -16.09895760993591, -39.280088120712115 -15.942678586175369, -39.189558044400655 -15.786359226515259, -39.09916667 -15.63))",2018-09-13,2018-10-11
airway.3391,5461,2018-02-01,RNAV,UPPER,999,FL,245,FL,28,52,208,231,UZ42,"MULTILINESTRING ((-38.710666667 -14.9025, -38.607093568632045 -14.71413070368183, -38.50369806483135 -14.525712143450699, -38.40047752538324 -14.33724504815416, -38.29742933400231 -14.14873014274356, -38.19455088810784 -13.96016814834112, -38.09183959860093 -13.77155978230639, -37.98929288964346 -13.58290575830196, -37.88690819843865 -13.39420678635848, -37.78468297501334 -13.20546357293917, -37.682614682 -13.016676821))",2018-09-13,2018-10-11
